Sl_No,District,Market,Commodity,Variety,Grade,Min_Price_Rs,Max_Price_Rs,Modal_Price_Rs,Date
4658,Ratlam,Taal,Wheat,Other,FAQ,2300,2900,2600,2023-11-28
1094,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2570,3161,2800,2023-11-28
2741,Ratlam,Ratlam,Wheat,Sharbati,FAQ,3300,3580,3351,2023-11-28
3753,Ratlam,Sailana,Wheat,Other,FAQ,2372,3250,2930,2023-11-29
2107,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2558,3270,2760,2023-11-29
1118,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2700,3361,2800,2023-11-30
3683,Ratlam,Sailana,Wheat,Other,FAQ,2070,3250,2780,2023-11-30
2081,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2511,3190,2735,2023-11-30
337,Ratlam,A lot,Wheat,Medium,FAQ,2400,2621,2500,2023-12-01
3755,Ratlam,Sailana,Wheat,Other,FAQ,2383,3150,3100,2023-12-01
4678,Ratlam,Taal,Wheat,Other,FAQ,2410,2850,2650,2023-12-01
2097,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2543,3186,2740,2023-12-01
1117,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2700,3351,2800,2023-12-01
3751,Ratlam,Sailana,Wheat,Other,FAQ,2366,3180,3180,2023-12-02
4629,Ratlam,Taal,Wheat,Other,FAQ,2000,2800,2500,2023-12-02
357,Ratlam,A lot,Wheat,Medium,FAQ,2454,2720,2540,2023-12-02
2080,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2511,3130,2745,2023-12-02
1024,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2320,3350,2800,2023-12-02
358,Ratlam,A lot,Wheat,Medium,FAQ,2454,2720,2576,2023-12-03
3792,Ratlam,Sailana,Wheat,Other,FAQ,2561,3130,3130,2023-12-04
349,Ratlam,A lot,Wheat,Medium,FAQ,2426,2690,2560,2023-12-04
2059,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2463,3150,2755,2023-12-04
1087,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2550,3441,2800,2023-12-04
2061,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2469,3335,2750,2023-12-05
1105,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2600,3300,2800,2023-12-05
3758,Ratlam,Sailana,Wheat,Other,FAQ,2399,3250,3250,2023-12-05
333,Ratlam,A lot,Wheat,Medium,FAQ,2390,2675,2569,2023-12-05
350,Ratlam,A lot,Wheat,Medium,FAQ,2432,2650,2561,2023-12-06
2064,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2470,3240,2770,2023-12-06
3757,Ratlam,Sailana,Wheat,Other,FAQ,2396,3192,3171,2023-12-06
2065,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2473,3240,2730,2023-12-07
1107,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2600,3400,2800,2023-12-07
3746,Ratlam,Sailana,Wheat,Other,FAQ,2335,3300,2740,2023-12-08
2732,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2914,3600,3476,2023-12-08
2056,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2453,3201,2760,2023-12-08
1069,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2500,3326,2600,2023-12-08
3793,Ratlam,Sailana,Wheat,Other,FAQ,2600,2700,2700,2023-12-09
3739,Ratlam,Sailana,Wheat,Other,FAQ,2300,3000,2730,2023-12-11
341,Ratlam,A lot,Wheat,Medium,FAQ,2401,2738,2467,2023-12-11
1038,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2420,3201,2700,2023-12-11
2044,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2437,3251,2740,2023-12-11
359,Ratlam,A lot,Wheat,Medium,FAQ,2467,2602,2542,2023-12-12
4650,Ratlam,Taal,Wheat,Other,FAQ,2200,2900,2600,2023-12-12
3747,Ratlam,Sailana,Wheat,Other,FAQ,2336,3030,2871,2023-12-12
2033,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2416,3175,2690,2023-12-12
2040,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2431,3231,2675,2023-12-13
335,Ratlam,A lot,Wheat,Medium,FAQ,2400,2562,2452,2023-12-13
4653,Ratlam,Taal,Wheat,Other,FAQ,2222,2901,2580,2023-12-13
3797,Ratlam,Sailana,Wheat,Other,FAQ,2670,2670,2670,2023-12-14
342,Ratlam,A lot,Wheat,Medium,FAQ,2401,2775,2575,2023-12-14
1050,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2450,3301,2600,2023-12-14
1023,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2301,3261,2600,2023-12-15
3748,Ratlam,Sailana,Wheat,Other,FAQ,2340,2942,2541,2023-12-15
2062,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2470,3205,2690,2023-12-15
3742,Ratlam,Sailana,Wheat,Other,FAQ,2301,2591,2591,2023-12-16
1051,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2450,3551,2800,2023-12-16
2035,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2426,3150,2665,2023-12-16
345,Ratlam,A lot,Wheat,Medium,FAQ,2410,2755,2552,2023-12-18
2029,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2403,3145,2655,2023-12-18
1085,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2550,3360,2600,2023-12-18
366,Ratlam,A lot,Wheat,Medium,FAQ,2491,2701,2597,2023-12-19
1025,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2330,3244,2800,2023-12-19
2022,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2376,3201,2640,2023-12-19
3743,Ratlam,Sailana,Wheat,Other,FAQ,2311,3250,2311,2023-12-19
4659,Ratlam,Taal,Wheat,Other,FAQ,2300,2910,2600,2023-12-19
336,Ratlam,A lot,Wheat,Medium,FAQ,2400,2599,2530,2023-12-20
4657,Ratlam,Taal,Wheat,Other,FAQ,2300,2880,2600,2023-12-20
3735,Ratlam,Sailana,Wheat,Other,FAQ,2290,2876,2876,2023-12-20
2208,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2380,2780,2885,2023-12-21
2222,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2407,3170,2480,2023-12-22
2371,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3180,2781,2023-12-26
2404,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2985,3252,2550,2023-12-27
3330,Ratlam,Sailana,Wheat,Lokwan,FAQ,2195,2200,2195,2023-12-27
1232,Ratlam,Jaora,Wheat,Lokwan,FAQ,2330,3130,2600,2023-12-27
1823,Ratlam,Ratlam,Wheat,Local,FAQ,2492,2531,2531,2023-12-28
2410,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2995,3240,2531,2023-12-28
2436,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3050,3109,3050,2023-12-29
2440,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3060,3095,3065,2023-12-30
3359,Ratlam,Sailana,Wheat,Lokwan,FAQ,2250,2250,2250,2024-01-01
2445,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3078,3086,2500,2024-01-01
2446,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3085,3085,3085,2024-01-02
2431,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3033,3185,2600,2024-01-04
2397,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2971,3251,2650,2024-01-05
1324,Ratlam,Jaora,Wheat,Lokwan,FAQ,3219,3219,2701,2024-01-06
2460,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3145,3260,2775,2024-01-08
2472,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3186,3308,2685,2024-01-09
2477,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3283,3313,2600,2024-01-10
2452,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3100,3378,2730,2024-01-12
1299,Ratlam,Jaora,Wheat,Lokwan,FAQ,2557,2792,2756,2024-01-15
2454,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3114,3334,2797,2024-01-16
1288,Ratlam,Jaora,Wheat,Lokwan,FAQ,2515,3502,2780,2024-01-16
1178,Ratlam,Jaora,Wheat,Lokwan,FAQ,2195,3502,2700,2024-01-18
2476,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3251,3321,2690,2024-01-18
1275,Ratlam,Jaora,Wheat,Lokwan,FAQ,2461,3480,2721,2024-01-19
2471,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3174,3301,2900,2024-01-19
3523,Ratlam,Sailana,Wheat,Lokwan,FAQ,3010,3010,2850,2024-01-19
2475,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3244,3291,2486,2024-01-20
2448,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3097,3329,2950,2024-01-23
1213,Ratlam,Jaora,Wheat,Lokwan,FAQ,2294,3100,2700,2024-01-24
2372,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3291,2581,2024-01-24
2393,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2966,3305,2590,2024-01-25
2442,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3073,3420,2520,2024-01-29
2221,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2405,3100,2600,2024-01-30
2378,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2930,3201,2400,2024-01-31
1152,Ratlam,Jaora,Wheat,Lokwan,FAQ,2090,2950,2440,2024-02-01
2465,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3151,3265,2392,2024-02-01
1157,Ratlam,Jaora,Wheat,Lokwan,FAQ,2100,3102,2540,2024-02-02
2447,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3090,3350,2361,2024-02-05
2455,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3115,3336,2600,2024-02-07
2453,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3110,3491,2590,2024-02-08
2355,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2876,3456,2425,2024-02-09
2273,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2526,3260,2596,2024-02-12
2469,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3166,3290,2700,2024-02-13
1361,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2451,2670,2650,2024-02-14
2449,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3100,3100,2650,2024-02-14
2462,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3150,3240,2700,2024-02-15
3476,Ratlam,Sailana,Wheat,Lokwan,FAQ,2531,3001,2171,2024-02-19
859,Ratlam,Jaora,Wheat,Local,FAQ,2162,3491,2600,2024-02-19
3201,Ratlam,Sailana,Wheat,Local,FAQ,2171,3211,2171,2024-02-19
4324,Ratlam,Taal,Wheat,Local,FAQ,2446,2891,2446,2024-02-19
2241,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2459,3236,2500,2024-02-19
1801,Ratlam,Ratlam,Wheat,Local,FAQ,2310,2985,2500,2024-02-19
1392,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2700,2700,2600,2024-02-19
3246,Ratlam,Sailana,Wheat,Local,FAQ,2420,2820,2420,2024-02-20
1785,Ratlam,Ratlam,Wheat,Local,FAQ,2261,2990,2400,2024-02-20
3479,Ratlam,Sailana,Wheat,Lokwan,FAQ,2555,2555,2420,2024-02-20
865,Ratlam,Jaora,Wheat,Local,FAQ,2200,3500,2600,2024-02-20
2382,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2940,3130,2400,2024-02-20
4320,Ratlam,Taal,Wheat,Local,FAQ,2400,2976,2550,2024-02-20
1792,Ratlam,Ratlam,Wheat,Local,FAQ,2296,3050,2360,2024-02-21
2167,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2282,3170,2360,2024-02-21
4309,Ratlam,Taal,Wheat,Local,FAQ,2350,2600,2401,2024-02-21
826,Ratlam,Jaora,Wheat,Local,FAQ,1800,3526,2550,2024-02-21
3235,Ratlam,Sailana,Wheat,Local,FAQ,2385,2500,2385,2024-02-21
861,Ratlam,Jaora,Wheat,Local,FAQ,2181,3450,2500,2024-02-22
4,Ratlam,A lot,Wheat,Local,FAQ,1800,2380,2251,2024-02-22
3218,Ratlam,Sailana,Wheat,Local,FAQ,2250,3011,3000,2024-02-22
1330,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2250,2250,2500,2024-02-22
3365,Ratlam,Sailana,Wheat,Lokwan,FAQ,2270,3060,3000,2024-02-22
2191,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2330,3370,2400,2024-02-22
4293,Ratlam,Taal,Wheat,Local,FAQ,2300,2791,2350,2024-02-22
1791,Ratlam,Ratlam,Wheat,Local,FAQ,2296,3000,2400,2024-02-22
844,Ratlam,Jaora,Wheat,Local,FAQ,2081,3500,2480,2024-02-23
4256,Ratlam,Taal,Wheat,Local,FAQ,2025,2735,2451,2024-02-23
3192,Ratlam,Sailana,Wheat,Local,FAQ,2101,3050,2300,2024-02-23
1761,Ratlam,Ratlam,Wheat,Local,FAQ,2146,3161,2400,2024-02-23
48,Ratlam,A lot,Wheat,Local,FAQ,2299,2400,2299,2024-02-23
3468,Ratlam,Sailana,Wheat,Lokwan,FAQ,2501,2552,2300,2024-02-23
2219,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2402,3102,2400,2024-02-23
1738,Ratlam,Ratlam,Wheat,Local,FAQ,2000,2400,2000,2024-02-24
3249,Ratlam,Sailana,Wheat,Local,FAQ,2450,2500,2450,2024-02-24
3252,Ratlam,Sailana,Wheat,Local,FAQ,2470,2560,2470,2024-02-25
2154,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2250,3041,2271,2024-02-26
4360,Ratlam,Taal,Wheat,Lokwan,FAQ,2200,5708,2396,2024-02-26
3195,Ratlam,Sailana,Wheat,Local,FAQ,2130,2962,2400,2024-02-26
4496,Ratlam,Taal,Wheat,Mill Quality,FAQ,2280,2336,2396,2024-02-26
3355,Ratlam,Sailana,Wheat,Lokwan,FAQ,2240,2920,2400,2024-02-26
6,Ratlam,A lot,Wheat,Local,FAQ,1855,2433,2160,2024-02-26
1752,Ratlam,Ratlam,Wheat,Local,FAQ,2092,3066,2271,2024-02-26
1331,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2260,2260,2400,2024-02-27
1729,Ratlam,Ratlam,Wheat,Local,FAQ,1561,2915,2325,2024-02-27
88,Ratlam,A lot,Wheat,Lokwan,FAQ,2238,2271,2100,2024-02-27
854,Ratlam,Jaora,Wheat,Local,FAQ,2150,3070,2400,2024-02-27
2665,Ratlam,Ratlam,Wheat,Other,FAQ,2200,2200,2325,2024-02-27
2143,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2230,3100,2325,2024-02-27
3202,Ratlam,Sailana,Wheat,Local,FAQ,2180,2455,2331,2024-02-27
3344,Ratlam,Sailana,Wheat,Lokwan,FAQ,2200,3041,2331,2024-02-27
4247,Ratlam,Taal,Wheat,Local,FAQ,1951,2541,2351,2024-02-27
11,Ratlam,A lot,Wheat,Local,FAQ,1952,2460,2100,2024-02-27
2145,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2235,2255,2425,2024-02-28
3226,Ratlam,Sailana,Wheat,Local,FAQ,2261,2295,2200,2024-02-28
1811,Ratlam,Ratlam,Wheat,Local,FAQ,2370,2730,2425,2024-02-28
3332,Ratlam,Sailana,Wheat,Lokwan,FAQ,2200,2210,2200,2024-02-28
31,Ratlam,A lot,Wheat,Local,FAQ,2135,2225,2135,2024-02-28
877,Ratlam,Jaora,Wheat,Local,FAQ,2264,2901,2451,2024-02-28
1333,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2280,2300,2390,2024-02-29
1238,Ratlam,Jaora,Wheat,Lokwan,FAQ,2346,2379,2390,2024-02-29
2199,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2356,3156,2450,2024-02-29
831,Ratlam,Jaora,Wheat,Local,FAQ,1950,3150,2390,2024-02-29
1749,Ratlam,Ratlam,Wheat,Local,FAQ,2080,3076,2450,2024-02-29
3165,Ratlam,Sailana,Wheat,Local,FAQ,1900,3281,2490,2024-02-29
26,Ratlam,A lot,Wheat,Local,FAQ,2103,2400,2400,2024-02-29
4260,Ratlam,Taal,Wheat,Local,FAQ,2093,2700,2645,2024-02-29
3397,Ratlam,Sailana,Wheat,Lokwan,FAQ,2335,2460,2490,2024-02-29
853,Ratlam,Jaora,Wheat,Local,FAQ,2140,3250,2350,2024-03-01
3190,Ratlam,Sailana,Wheat,Local,FAQ,2100,3261,2500,2024-03-01
4483,Ratlam,Taal,Wheat,Mill Quality,FAQ,2168,2168,2300,2024-03-01
2149,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2240,3170,2340,2024-03-01
13,Ratlam,A lot,Wheat,Local,FAQ,2000,2600,2341,2024-03-01
3281,Ratlam,Sailana,Wheat,Lokwan,FAQ,1799,2665,2500,2024-03-01
1339,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2361,2361,2350,2024-03-01
4261,Ratlam,Taal,Wheat,Local,FAQ,2099,2769,2300,2024-03-01
1765,Ratlam,Ratlam,Wheat,Local,FAQ,2170,3799,2340,2024-03-01
1759,Ratlam,Ratlam,Wheat,Local,FAQ,2130,3066,2600,2024-03-02
4241,Ratlam,Taal,Wheat,Local,FAQ,1800,2700,2525,2024-03-02
3357,Ratlam,Sailana,Wheat,Lokwan,FAQ,2242,3200,2650,2024-03-02
4491,Ratlam,Taal,Wheat,Mill Quality,FAQ,2226,2530,2525,2024-03-02
1196,Ratlam,Jaora,Wheat,Lokwan,FAQ,2242,2242,2400,2024-03-02
837,Ratlam,Jaora,Wheat,Local,FAQ,2001,3460,2400,2024-03-02
1723,Ratlam,Jaora,Wheat,Wheat-Organic,FAQ,2299,2375,2400,2024-03-02
2157,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2260,3350,2600,2024-03-02
2,Ratlam,A lot,Wheat,Local,FAQ,1556,2476,2281,2024-03-02
3163,Ratlam,Sailana,Wheat,Local,FAQ,1704,3399,2650,2024-03-02
1747,Ratlam,Ratlam,Wheat,Local,FAQ,2075,2400,2350,2024-03-03
2144,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2230,3275,2500,2024-03-04
3177,Ratlam,Sailana,Wheat,Local,FAQ,2010,3359,2600,2024-03-04
827,Ratlam,Jaora,Wheat,Local,FAQ,1825,3460,2400,2024-03-04
3285,Ratlam,Sailana,Wheat,Lokwan,FAQ,1921,2900,2600,2024-03-04
4242,Ratlam,Taal,Wheat,Local,FAQ,1800,2777,2300,2024-03-04
9,Ratlam,A lot,Wheat,Local,FAQ,1900,2560,2300,2024-03-04
1782,Ratlam,Ratlam,Wheat,Local,FAQ,2250,3238,2500,2024-03-04
4246,Ratlam,Taal,Wheat,Local,FAQ,1905,2716,2450,2024-03-05
3316,Ratlam,Sailana,Wheat,Lokwan,FAQ,2100,2466,2650,2024-03-05
3167,Ratlam,Sailana,Wheat,Local,FAQ,1950,3310,2650,2024-03-05
1735,Ratlam,Ratlam,Wheat,Local,FAQ,1900,3250,2400,2024-03-05
418,Ratlam,A lot,Wheat,Mill Quality,FAQ,2270,2400,2281,2024-03-05
2146,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2235,3080,2400,2024-03-05
8,Ratlam,A lot,Wheat,Local,FAQ,1893,2466,2281,2024-03-05
840,Ratlam,Jaora,Wheat,Local,FAQ,2031,3320,2621,2024-03-05
2690,Ratlam,Ratlam,Wheat,Other,FAQ,2466,2477,2400,2024-03-05
3531,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2414,2563,2650,2024-03-05
458,Ratlam,A lot,Wheat,Mill Quality,FAQ,2390,2390,2250,2024-03-06
1760,Ratlam,Ratlam,Wheat,Local,FAQ,2131,3900,2600,2024-03-06
2136,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2200,3320,2600,2024-03-06
2664,Ratlam,Ratlam,Wheat,Other,FAQ,2190,2437,2600,2024-03-06
4255,Ratlam,Taal,Wheat,Local,FAQ,2011,2851,2500,2024-03-06
3307,Ratlam,Sailana,Wheat,Lokwan,FAQ,2060,3451,2630,2024-03-06
852,Ratlam,Jaora,Wheat,Local,FAQ,2125,3300,2600,2024-03-06
12,Ratlam,A lot,Wheat,Local,FAQ,1960,7200,2250,2024-03-06
1205,Ratlam,Jaora,Wheat,Lokwan,FAQ,2260,2260,2600,2024-03-06
2510,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2151,2299,2600,2024-03-06
848,Ratlam,Jaora,Wheat,Local,FAQ,2100,3500,2600,2024-03-07
3533,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2469,2664,2471,2024-03-07
437,Ratlam,A lot,Wheat,Mill Quality,FAQ,2345,2420,2400,2024-03-07
2681,Ratlam,Ratlam,Wheat,Other,FAQ,2320,2511,2925,2024-03-07
32,Ratlam,A lot,Wheat,Local,FAQ,2135,2801,2400,2024-03-07
4254,Ratlam,Taal,Wheat,Local,FAQ,2002,2900,2600,2024-03-07
3220,Ratlam,Sailana,Wheat,Local,FAQ,2250,3280,2471,2024-03-07
3364,Ratlam,Sailana,Wheat,Lokwan,FAQ,2261,2850,2471,2024-03-07
1364,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2474,2499,2600,2024-03-07
2234,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2449,3823,2925,2024-03-07
1748,Ratlam,Ratlam,Wheat,Local,FAQ,2078,3090,2925,2024-03-07
2345,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2825,2990,3755,2024-03-08
3238,Ratlam,Sailana,Wheat,Local,FAQ,2400,2400,2400,2024-03-08
1840,Ratlam,Ratlam,Wheat,Local,FAQ,3700,3811,3755,2024-03-08
4271,Ratlam,Taal,Wheat,Local,FAQ,2175,2201,2200,2024-03-08
3324,Ratlam,Sailana,Wheat,Lokwan,FAQ,2150,2300,2400,2024-03-08
915,Ratlam,Jaora,Wheat,Local,FAQ,2600,2600,2577,2024-03-09
2672,Ratlam,Ratlam,Wheat,Other,FAQ,2243,2250,2584,2024-03-09
2142,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2230,2584,2584,2024-03-09
3216,Ratlam,Sailana,Wheat,Local,FAQ,2250,2925,2800,2024-03-09
1367,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2499,2544,2577,2024-03-09
1302,Ratlam,Jaora,Wheat,Lokwan,FAQ,2577,2577,2577,2024-03-09
2512,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2251,2336,2584,2024-03-09
1800,Ratlam,Ratlam,Wheat,Local,FAQ,2310,2310,2584,2024-03-09
3421,Ratlam,Sailana,Wheat,Lokwan,FAQ,2400,2440,2800,2024-03-09
2173,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2298,2395,2395,2024-03-10
3315,Ratlam,Sailana,Wheat,Lokwan,FAQ,2100,2340,2340,2024-03-10
3346,Ratlam,Sailana,Wheat,Lokwan,FAQ,2200,3470,2500,2024-03-11
829,Ratlam,Jaora,Wheat,Local,FAQ,1900,3461,2470,2024-03-11
439,Ratlam,A lot,Wheat,Mill Quality,FAQ,2351,2402,2381,2024-03-11
1732,Ratlam,Ratlam,Wheat,Local,FAQ,1893,3299,2400,2024-03-11
3185,Ratlam,Sailana,Wheat,Local,FAQ,2051,3300,2500,2024-03-11
2666,Ratlam,Ratlam,Wheat,Other,FAQ,2200,2200,2400,2024-03-11
1352,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2404,2524,2470,2024-03-11
4510,Ratlam,Taal,Wheat,Mill Quality,FAQ,2323,2600,2500,2024-03-11
15,Ratlam,A lot,Wheat,Local,FAQ,2000,2813,2381,2024-03-11
4362,Ratlam,Taal,Wheat,Lokwan,FAQ,2225,2225,2500,2024-03-11
1197,Ratlam,Jaora,Wheat,Lokwan,FAQ,2245,2604,2470,2024-03-11
4258,Ratlam,Taal,Wheat,Local,FAQ,2026,2900,2500,2024-03-11
2129,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2150,3389,2400,2024-03-11
3189,Ratlam,Sailana,Wheat,Local,FAQ,2099,3501,2525,2024-03-12
4655,Ratlam,Taal,Wheat,Other,FAQ,2250,2290,2350,2024-03-12
1186,Ratlam,Jaora,Wheat,Lokwan,FAQ,2201,2576,2500,2024-03-12
4269,Ratlam,Taal,Wheat,Local,FAQ,2158,2766,2350,2024-03-12
4484,Ratlam,Taal,Wheat,Mill Quality,FAQ,2175,2516,2350,2024-03-12
1438,Ratlam,Jaora,Wheat,Other,FAQ,2542,2576,2500,2024-03-12
7,Ratlam,A lot,Wheat,Local,FAQ,1884,2652,2300,2024-03-12
3352,Ratlam,Sailana,Wheat,Lokwan,FAQ,2214,3500,2525,2024-03-12
2135,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2200,3285,2500,2024-03-12
839,Ratlam,Jaora,Wheat,Local,FAQ,2021,3540,2500,2024-03-12
1328,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2100,2901,2500,2024-03-12
4361,Ratlam,Taal,Wheat,Lokwan,FAQ,2225,2225,2350,2024-03-12
406,Ratlam,A lot,Wheat,Mill Quality,FAQ,2160,2440,2300,2024-03-12
4251,Ratlam,Taal,Wheat,Local,FAQ,2000,2900,2400,2024-03-13
3306,Ratlam,Sailana,Wheat,Lokwan,FAQ,2053,3571,2500,2024-03-13
2686,Ratlam,Ratlam,Wheat,Other,FAQ,2400,2941,2600,2024-03-13
850,Ratlam,Jaora,Wheat,Local,FAQ,2121,3560,2400,2024-03-13
3174,Ratlam,Sailana,Wheat,Local,FAQ,2000,3522,2500,2024-03-13
2519,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2318,2524,2600,2024-03-13
4479,Ratlam,Taal,Wheat,Mill Quality,FAQ,2150,2500,2400,2024-03-13
1730,Ratlam,Ratlam,Wheat,Local,FAQ,1795,3246,2600,2024-03-13
1360,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2450,2489,2400,2024-03-13
30,Ratlam,A lot,Wheat,Local,FAQ,2131,2561,2300,2024-03-13
408,Ratlam,A lot,Wheat,Mill Quality,FAQ,2175,2375,2300,2024-03-13
4645,Ratlam,Taal,Wheat,Other,FAQ,2195,2201,2400,2024-03-13
4358,Ratlam,Taal,Wheat,Lokwan,FAQ,2175,2175,2400,2024-03-13
2130,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2150,3601,2600,2024-03-13
1193,Ratlam,Jaora,Wheat,Lokwan,FAQ,2230,2563,2400,2024-03-13
3168,Ratlam,Sailana,Wheat,Local,FAQ,1950,3550,2550,2024-03-14
4644,Ratlam,Taal,Wheat,Other,FAQ,2175,2175,2350,2024-03-14
849,Ratlam,Jaora,Wheat,Local,FAQ,2120,3551,2500,2024-03-14
2687,Ratlam,Ratlam,Wheat,Other,FAQ,2425,2870,2600,2024-03-14
1164,Ratlam,Jaora,Wheat,Lokwan,FAQ,2150,2622,2500,2024-03-14
1343,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2386,2504,2500,2024-03-14
1737,Ratlam,Ratlam,Wheat,Local,FAQ,1980,3800,2600,2024-03-14
19,Ratlam,A lot,Wheat,Local,FAQ,2075,2554,2335,2024-03-14
404,Ratlam,A lot,Wheat,Mill Quality,FAQ,2125,2502,2335,2024-03-14
3289,Ratlam,Sailana,Wheat,Lokwan,FAQ,1999,3510,2550,2024-03-14
