"Min,Max,Modal Price from Madhya Pradesh,Ratlam[Wheat] from 01-Jan-2023To29-Aug-2025 (Total-5016) (Total-5016)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1598,Ratlam,Jaora,Wheat,Wheat,FAQ,2501,3061,2700,11-Aug-25
1599,Ratlam,Jaora,Wheat,Wheat,FAQ,2501,3251,2880,05-Oct-24
1600,Ratlam,Jaora,Wheat,Wheat,FAQ,2510,3340,3190,13-Jan-25
1601,Ratlam,Jaora,Wheat,Wheat,FAQ,2511,2530,2530,10-May-25
1602,Ratlam,Jaora,Wheat,Wheat,FAQ,2516,3221,2750,19-Sep-24
1603,Ratlam,Jaora,Wheat,Wheat,FAQ,2520,3201,2750,24-Jul-25
1604,Ratlam,Jaora,Wheat,Wheat,FAQ,2520,3541,3060,08-Nov-24
1605,Ratlam,Jaora,Wheat,Wheat,FAQ,2525,2525,2525,20-Apr-25
1606,Ratlam,Jaora,Wheat,Wheat,FAQ,2526,3495,3024,26-Dec-24
1607,Ratlam,Jaora,Wheat,Wheat,FAQ,2540,3208,2750,09-Aug-24
1608,Ratlam,Jaora,Wheat,Wheat,FAQ,2540,3380,3101,21-Aug-24
1609,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,2901,2670,25-Jul-25
1610,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,3152,2741,31-Aug-24
1611,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,3191,2800,03-Sep-24
1612,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,3231,2750,12-Aug-25
1613,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,3260,2770,30-Aug-24
1614,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,3340,3280,13-Feb-25
1615,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,3350,2750,31-Jul-25
1616,Ratlam,Jaora,Wheat,Wheat,FAQ,2550,3381,2891,17-Oct-24
1617,Ratlam,Jaora,Wheat,Wheat,FAQ,2560,3261,2930,21-Sep-24
1618,Ratlam,Jaora,Wheat,Wheat,FAQ,2561,3181,2900,30-Jul-25
1619,Ratlam,Jaora,Wheat,Wheat,FAQ,2570,3041,2750,17-Sep-24
1620,Ratlam,Jaora,Wheat,Wheat,FAQ,2570,3200,2780,27-Sep-24
1621,Ratlam,Jaora,Wheat,Wheat,FAQ,2571,3301,2736,08-Aug-24
1622,Ratlam,Jaora,Wheat,Wheat,FAQ,2575,3165,2800,04-Oct-24
1623,Ratlam,Jaora,Wheat,Wheat,FAQ,2581,3480,2960,28-Jan-25
1624,Ratlam,Jaora,Wheat,Wheat,FAQ,2586,3500,2991,29-Aug-24
1625,Ratlam,Jaora,Wheat,Wheat,FAQ,2590,3161,3051,17-Aug-24
1626,Ratlam,Jaora,Wheat,Wheat,FAQ,2591,3300,2880,24-Sep-24
1627,Ratlam,Jaora,Wheat,Wheat,FAQ,2595,3285,2840,16-Aug-24
1628,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,2600,2600,10-Apr-25
1629,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3190,2900,26-Sep-24
1630,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3200,2860,27-Nov-24
1631,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3261,2830,30-Sep-24
1632,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3270,2870,02-Dec-24
1633,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3346,3140,18-Dec-24
1634,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3480,2800,18-Jan-25
1635,Ratlam,Jaora,Wheat,Wheat,FAQ,2601,3250,2950,04-Feb-25
1636,Ratlam,Jaora,Wheat,Wheat,FAQ,2601,3261,3070,21-Dec-24
1637,Ratlam,Jaora,Wheat,Wheat,FAQ,2601,3401,2940,20-Nov-24
1638,Ratlam,Jaora,Wheat,Wheat,FAQ,2601,3441,2980,07-Nov-24
1639,Ratlam,Jaora,Wheat,Wheat,FAQ,2605,3171,2850,26-Nov-24
1640,Ratlam,Jaora,Wheat,Wheat,FAQ,2609,3310,2871,23-Aug-24
1641,Ratlam,Jaora,Wheat,Wheat,FAQ,2610,3051,2800,28-Aug-25
1642,Ratlam,Jaora,Wheat,Wheat,FAQ,2623,3361,3060,06-Dec-24
1643,Ratlam,Jaora,Wheat,Wheat,FAQ,2626,3360,2840,18-Oct-24
1644,Ratlam,Jaora,Wheat,Wheat,FAQ,2630,3416,2960,23-Sep-24
1645,Ratlam,Jaora,Wheat,Wheat,FAQ,2635,3350,3040,28-Aug-24
1646,Ratlam,Jaora,Wheat,Wheat,FAQ,2640,3226,2880,13-Sep-24
1647,Ratlam,Jaora,Wheat,Wheat,FAQ,2645,3291,2750,20-Aug-24
1648,Ratlam,Jaora,Wheat,Wheat,FAQ,2646,3350,2810,27-Aug-24
1649,Ratlam,Jaora,Wheat,Wheat,FAQ,2646,3460,3200,02-Jan-25
1650,Ratlam,Jaora,Wheat,Wheat,FAQ,2647,3400,3000,22-Aug-24
1651,Ratlam,Jaora,Wheat,Wheat,FAQ,2650,3361,2890,08-Oct-24
1652,Ratlam,Jaora,Wheat,Wheat,FAQ,2650,3451,2740,13-Dec-24
1653,Ratlam,Jaora,Wheat,Wheat,FAQ,2650,14700,2920,22-Nov-24
1654,Ratlam,Jaora,Wheat,Wheat,FAQ,2660,3241,3100,14-Nov-24
1655,Ratlam,Jaora,Wheat,Wheat,FAQ,2660,3451,3080,09-Oct-24
1656,Ratlam,Jaora,Wheat,Wheat,FAQ,2666,3098,3040,07-Feb-25
1657,Ratlam,Jaora,Wheat,Wheat,FAQ,2669,3050,2940,01-Feb-25
1658,Ratlam,Jaora,Wheat,Wheat,FAQ,2671,3164,2810,01-Oct-24
1659,Ratlam,Jaora,Wheat,Wheat,FAQ,2680,2980,2980,18-Aug-25
1660,Ratlam,Jaora,Wheat,Wheat,FAQ,2680,3391,2890,10-Oct-24
1661,Ratlam,Jaora,Wheat,Wheat,FAQ,2681,3321,3011,11-Dec-24
1662,Ratlam,Jaora,Wheat,Wheat,FAQ,2691,3371,3100,20-Dec-24
1663,Ratlam,Jaora,Wheat,Wheat,FAQ,2696,3471,2981,09-Dec-24
1664,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3050,2960,30-Jan-25
1665,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3100,2960,31-Jan-25
1666,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3104,2950,06-Feb-25
1667,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3141,2960,29-Jan-25
1668,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3200,3030,10-Feb-25
1669,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3309,3220,17-Feb-25
1670,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3430,3150,08-Jan-25
1671,Ratlam,Jaora,Wheat,Wheat,FAQ,2702,3443,3200,07-Jan-25
1672,Ratlam,Jaora,Wheat,Wheat,FAQ,2711,3500,2940,25-Oct-24
1673,Ratlam,Jaora,Wheat,Wheat,FAQ,2716,3476,3050,16-Dec-24
1674,Ratlam,Jaora,Wheat,Wheat,FAQ,2720,3340,3220,14-Jan-25
1675,Ratlam,Jaora,Wheat,Wheat,FAQ,2721,3800,2900,15-Oct-24
1676,Ratlam,Jaora,Wheat,Wheat,FAQ,2725,3459,3130,01-Jan-25
1677,Ratlam,Jaora,Wheat,Wheat,FAQ,2728,3290,2980,12-Dec-24
1678,Ratlam,Jaora,Wheat,Wheat,FAQ,2735,3361,3180,10-Jan-25
1679,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3244,3100,21-Jan-25
1680,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3280,3160,22-Jan-25
1681,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3350,3160,20-Jan-25
1682,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3351,3060,30-Dec-24
1683,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3360,3200,15-Jan-25
1684,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,4200,3200,03-Jan-25
1685,Ratlam,Jaora,Wheat,Wheat,FAQ,2751,3485,2950,05-Feb-25
1686,Ratlam,Jaora,Wheat,Wheat,FAQ,2751,3499,2960,05-Nov-24
1687,Ratlam,Jaora,Wheat,Wheat,FAQ,2755,3600,3340,20-Feb-25
1688,Ratlam,Jaora,Wheat,Wheat,FAQ,2761,3501,2940,19-Nov-24
1689,Ratlam,Jaora,Wheat,Wheat,FAQ,2771,3226,3060,23-Dec-24
1690,Ratlam,Jaora,Wheat,Wheat,FAQ,2775,3140,2970,03-Feb-25
1691,Ratlam,Jaora,Wheat,Wheat,FAQ,2800,3383,3300,19-Feb-25
1692,Ratlam,Jaora,Wheat,Wheat,FAQ,2811,3486,2935,12-Nov-24
1693,Ratlam,Jaora,Wheat,Wheat,FAQ,2825,3261,3040,24-Dec-24
1694,Ratlam,Jaora,Wheat,Wheat,FAQ,2861,3341,3240,04-Jan-25
1695,Ratlam,Jaora,Wheat,Wheat,FAQ,2871,3351,3090,27-Dec-24
1696,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2169,2169,2169,05-Aug-25
1697,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2330,2525,2500,20-Mar-25
1698,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2330,2720,2541,10-Mar-25
1699,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2346,2540,2530,24-Mar-25
1700,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2425,2700,2700,06-Mar-25
1701,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2431,2751,2560,29-Apr-25
1702,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2440,2496,2450,09-Apr-25
1703,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2495,2495,2495,26-Apr-25
1704,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2510,2510,2510,27-Apr-25
1705,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,3000,3050,3000,24-Jan-25
1706,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2450,2450,2450,26-Mar-25
1707,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2500,2525,2525,18-Mar-25
1708,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2600,2600,2600,22-Mar-25
1709,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2600,2630,2600,19-Mar-25
1710,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2670,2680,2680,11-Mar-25
1711,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2690,2690,2690,16-Mar-25
1712,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2700,2700,2700,12-Mar-25
1713,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2700,2750,2750,09-Mar-25
1714,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2710,2710,2710,01-Mar-25
1715,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2771,2811,2811,11-Dec-24
1716,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2871,3022,3022,18-Oct-24
1717,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3000,3000,3000,26-Nov-24
1718,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3081,3081,3081,05-Dec-24
1719,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3091,3091,3091,13-Feb-25
1720,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3192,3192,3192,20-Dec-24
1721,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3220,3220,3220,17-Feb-25
1722,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3371,3371,3371,16-Dec-24
1723,Ratlam,Jaora,Wheat,Wheat-Organic,FAQ,2299,2375,2400,02-Mar-24
1724,Ratlam,Jaora,Wheat,Wheat-Organic,FAQ,2570,2570,2570,20-Mar-25
1725,Ratlam,Ratlam,Wheat,Local,FAQ,1071,3799,2650,15-May-24
1726,Ratlam,Ratlam,Wheat,Local,FAQ,1100,5061,2400,01-May-24
1727,Ratlam,Ratlam,Wheat,Local,FAQ,1210,3401,2875,16-Mar-24
1728,Ratlam,Ratlam,Wheat,Local,FAQ,1300,3060,2880,10-Jun-24
1729,Ratlam,Ratlam,Wheat,Local,FAQ,1561,2915,2325,27-Feb-24
1730,Ratlam,Ratlam,Wheat,Local,FAQ,1795,3246,2600,13-Mar-24
1731,Ratlam,Ratlam,Wheat,Local,FAQ,1825,3570,2541,13-Apr-24
1732,Ratlam,Ratlam,Wheat,Local,FAQ,1893,3299,2400,11-Mar-24
1733,Ratlam,Ratlam,Wheat,Local,FAQ,1900,3132,3031,20-Jun-24
1734,Ratlam,Ratlam,Wheat,Local,FAQ,1900,3211,2820,21-Jun-24
1735,Ratlam,Ratlam,Wheat,Local,FAQ,1900,3250,2400,05-Mar-24
1736,Ratlam,Ratlam,Wheat,Local,FAQ,1900,4700,2381,26-Mar-24
1737,Ratlam,Ratlam,Wheat,Local,FAQ,1980,3800,2600,14-Mar-24
1738,Ratlam,Ratlam,Wheat,Local,FAQ,2000,2400,2000,24-Feb-24
1739,Ratlam,Ratlam,Wheat,Local,FAQ,2000,3343,2700,21-Mar-24
1740,Ratlam,Ratlam,Wheat,Local,FAQ,2000,3701,2500,08-May-24
1741,Ratlam,Ratlam,Wheat,Local,FAQ,2000,4700,2775,07-May-24
1742,Ratlam,Ratlam,Wheat,Local,FAQ,2001,3351,2350,20-Mar-24
1743,Ratlam,Ratlam,Wheat,Local,FAQ,2040,4200,2700,18-Mar-24
1744,Ratlam,Ratlam,Wheat,Local,FAQ,2050,2915,3000,07-Apr-24
1745,Ratlam,Ratlam,Wheat,Local,FAQ,2070,3044,2900,28-May-24
1746,Ratlam,Ratlam,Wheat,Local,FAQ,2075,2175,2761,17-Mar-24
1747,Ratlam,Ratlam,Wheat,Local,FAQ,2075,2400,2350,03-Mar-24
1748,Ratlam,Ratlam,Wheat,Local,FAQ,2078,3090,2925,07-Mar-24
1749,Ratlam,Ratlam,Wheat,Local,FAQ,2080,3076,2450,29-Feb-24
1750,Ratlam,Ratlam,Wheat,Local,FAQ,2085,2505,2085,14-Apr-24
1751,Ratlam,Ratlam,Wheat,Local,FAQ,2085,4299,2500,15-Apr-24
1752,Ratlam,Ratlam,Wheat,Local,FAQ,2092,3066,2271,26-Feb-24
1753,Ratlam,Ratlam,Wheat,Local,FAQ,2095,2305,2550,23-Apr-24
1754,Ratlam,Ratlam,Wheat,Local,FAQ,2100,3510,2950,20-May-24
1755,Ratlam,Ratlam,Wheat,Local,FAQ,2100,3960,2501,04-Apr-24
1756,Ratlam,Ratlam,Wheat,Local,FAQ,2100,3990,3050,16-Apr-24
1757,Ratlam,Ratlam,Wheat,Local,FAQ,2101,3591,3025,16-May-24
1758,Ratlam,Ratlam,Wheat,Local,FAQ,2107,4400,2500,22-Apr-24
1759,Ratlam,Ratlam,Wheat,Local,FAQ,2130,3066,2600,02-Mar-24
1760,Ratlam,Ratlam,Wheat,Local,FAQ,2131,3900,2600,06-Mar-24
1761,Ratlam,Ratlam,Wheat,Local,FAQ,2146,3161,2400,23-Feb-24
1762,Ratlam,Ratlam,Wheat,Local,FAQ,2150,3380,2440,19-Mar-24
1763,Ratlam,Ratlam,Wheat,Local,FAQ,2150,4041,2600,15-Mar-24
1764,Ratlam,Ratlam,Wheat,Local,FAQ,2170,3700,2700,02-Apr-24
1765,Ratlam,Ratlam,Wheat,Local,FAQ,2170,3799,2340,01-Mar-24
1766,Ratlam,Ratlam,Wheat,Local,FAQ,2175,3369,2400,22-Mar-24
1767,Ratlam,Ratlam,Wheat,Local,FAQ,2175,3699,2500,30-Apr-24
1768,Ratlam,Ratlam,Wheat,Local,FAQ,2175,4141,2700,08-Apr-24
1769,Ratlam,Ratlam,Wheat,Local,FAQ,2190,3440,2579,13-Jun-24
1770,Ratlam,Ratlam,Wheat,Local,FAQ,2205,3030,3050,18-May-24
1771,Ratlam,Ratlam,Wheat,Local,FAQ,2207,4100,2600,24-Apr-24
1772,Ratlam,Ratlam,Wheat,Local,FAQ,2210,3100,2500,31-May-24
1773,Ratlam,Ratlam,Wheat,Local,FAQ,2210,3200,2500,27-May-24
1774,Ratlam,Ratlam,Wheat,Local,FAQ,2225,2310,2300,24-Mar-24
1775,Ratlam,Ratlam,Wheat,Local,FAQ,2225,3210,2270,30-Mar-24
1776,Ratlam,Ratlam,Wheat,Local,FAQ,2225,3701,2350,28-Mar-24
1777,Ratlam,Ratlam,Wheat,Local,FAQ,2226,4170,2600,06-May-24
1778,Ratlam,Ratlam,Wheat,Local,FAQ,2240,4530,2500,04-May-24
1779,Ratlam,Ratlam,Wheat,Local,FAQ,2241,4916,2711,25-Apr-24
1780,Ratlam,Ratlam,Wheat,Local,FAQ,2250,2250,2493,09-Apr-24
1781,Ratlam,Ratlam,Wheat,Local,FAQ,2250,3001,2600,24-May-24
1782,Ratlam,Ratlam,Wheat,Local,FAQ,2250,3238,2500,04-Mar-24
1783,Ratlam,Ratlam,Wheat,Local,FAQ,2250,3499,2950,03-May-24
1784,Ratlam,Ratlam,Wheat,Local,FAQ,2260,3100,2526,04-Jun-24
1785,Ratlam,Ratlam,Wheat,Local,FAQ,2261,2990,2400,20-Feb-24
1786,Ratlam,Ratlam,Wheat,Local,FAQ,2275,2340,2340,25-Mar-24
1787,Ratlam,Ratlam,Wheat,Local,FAQ,2275,2475,2475,17-Apr-24
1788,Ratlam,Ratlam,Wheat,Local,FAQ,2280,3040,2310,02-May-24
1789,Ratlam,Ratlam,Wheat,Local,FAQ,2280,3484,2480,01-Jun-24
1790,Ratlam,Ratlam,Wheat,Local,FAQ,2289,3165,2700,14-May-24
1791,Ratlam,Ratlam,Wheat,Local,FAQ,2296,3000,2400,22-Feb-24
1792,Ratlam,Ratlam,Wheat,Local,FAQ,2296,3050,2360,21-Feb-24
1793,Ratlam,Ratlam,Wheat,Local,FAQ,2300,2340,2340,12-May-24
1794,Ratlam,Ratlam,Wheat,Local,FAQ,2300,2345,2340,11-May-24
1795,Ratlam,Ratlam,Wheat,Local,FAQ,2300,2380,2476,23-Mar-24
1796,Ratlam,Ratlam,Wheat,Local,FAQ,2300,2400,3169,10-May-24
1797,Ratlam,Ratlam,Wheat,Local,FAQ,2300,4099,3500,26-Apr-24
1798,Ratlam,Ratlam,Wheat,Local,FAQ,2300,4550,2550,06-Jun-24
1799,Ratlam,Ratlam,Wheat,Local,FAQ,2306,3751,2700,20-Apr-24
1800,Ratlam,Ratlam,Wheat,Local,FAQ,2310,2310,2584,09-Mar-24
1801,Ratlam,Ratlam,Wheat,Local,FAQ,2310,2985,2500,19-Feb-24
1802,Ratlam,Ratlam,Wheat,Local,FAQ,2310,3032,2600,29-May-24
1803,Ratlam,Ratlam,Wheat,Local,FAQ,2325,2400,2400,05-May-24
1804,Ratlam,Ratlam,Wheat,Local,FAQ,2331,3198,2970,19-Jun-24
1805,Ratlam,Ratlam,Wheat,Local,FAQ,2338,3192,2790,21-May-24
1806,Ratlam,Ratlam,Wheat,Local,FAQ,2350,2380,2380,15-Jun-24
1807,Ratlam,Ratlam,Wheat,Local,FAQ,2350,3200,2525,29-Mar-24
1808,Ratlam,Ratlam,Wheat,Local,FAQ,2350,3870,2450,30-May-24
1809,Ratlam,Ratlam,Wheat,Local,FAQ,2352,3817,3000,17-May-24
1810,Ratlam,Ratlam,Wheat,Local,FAQ,2355,3030,2400,05-Jun-24
1811,Ratlam,Ratlam,Wheat,Local,FAQ,2370,2730,2425,28-Feb-24
1812,Ratlam,Ratlam,Wheat,Local,FAQ,2385,2385,2385,02-Jun-24
1813,Ratlam,Ratlam,Wheat,Local,FAQ,2390,3008,2500,07-Jun-24
1814,Ratlam,Ratlam,Wheat,Local,FAQ,2390,3010,2500,11-Jun-24
1815,Ratlam,Ratlam,Wheat,Local,FAQ,2395,3701,2671,24-Jun-24
1816,Ratlam,Ratlam,Wheat,Local,FAQ,2396,3099,2461,03-Jun-24
1817,Ratlam,Ratlam,Wheat,Local,FAQ,2400,2450,2450,18-Mar-25
1818,Ratlam,Ratlam,Wheat,Local,FAQ,2400,2561,2504,01-Apr-24
1819,Ratlam,Ratlam,Wheat,Local,FAQ,2400,3131,2500,12-Jun-24
1820,Ratlam,Ratlam,Wheat,Local,FAQ,2420,2526,2526,08-Jun-24
1821,Ratlam,Ratlam,Wheat,Local,FAQ,2465,3136,2665,25-Jun-24
1822,Ratlam,Ratlam,Wheat,Local,FAQ,2476,2476,2476,17-Mar-25
1823,Ratlam,Ratlam,Wheat,Local,FAQ,2492,2531,2531,28-Dec-23
1824,Ratlam,Ratlam,Wheat,Local,FAQ,2496,2943,2943,11-Apr-25
1825,Ratlam,Ratlam,Wheat,Local,FAQ,2501,2501,2501,14-Apr-25
1826,Ratlam,Ratlam,Wheat,Local,FAQ,2510,3284,2720,26-Jun-24
1827,Ratlam,Ratlam,Wheat,Local,FAQ,2525,2940,2550,06-Apr-24
1828,Ratlam,Ratlam,Wheat,Local,FAQ,2566,2566,2566,20-Jun-25
1829,Ratlam,Ratlam,Wheat,Local,FAQ,2600,2600,2600,18-Jun-24
1830,Ratlam,Ratlam,Wheat,Local,FAQ,2600,2600,2600,30-Jun-25
1831,Ratlam,Ratlam,Wheat,Local,FAQ,2609,3262,3262,27-Jun-24
1832,Ratlam,Ratlam,Wheat,Local,FAQ,2676,2676,2676,24-Jun-25
1833,Ratlam,Ratlam,Wheat,Local,FAQ,2750,2750,2750,15-Apr-25
1834,Ratlam,Ratlam,Wheat,Local,FAQ,2771,2771,2771,26-Jun-25
1835,Ratlam,Ratlam,Wheat,Local,FAQ,2800,2800,2800,07-Apr-25
1836,Ratlam,Ratlam,Wheat,Local,FAQ,2881,3500,3100,31-Mar-24
1837,Ratlam,Ratlam,Wheat,Local,FAQ,2998,3028,2477,05-Apr-24
1838,Ratlam,Ratlam,Wheat,Local,FAQ,3010,3123,3123,19-Feb-25
1839,Ratlam,Ratlam,Wheat,Local,FAQ,3050,3050,3050,13-Feb-25
1840,Ratlam,Ratlam,Wheat,Local,FAQ,3700,3811,3755,08-Mar-24
1841,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1800,2800,2350,23-Apr-23
1842,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1810,2800,2300,19-Apr-23
1843,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1850,2750,2400,21-May-23
1844,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1850,2800,2385,30-Apr-23
1845,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1850,2800,2400,13-May-23
1846,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1853,2800,2390,29-Mar-23
1847,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1880,2750,2410,22-May-23
1848,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2700,2410,14-May-23
1849,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2750,2390,21-Apr-23
1850,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2800,2380,26-Mar-23
1851,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2800,2400,06-Apr-23
1852,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2800,2400,16-Apr-23
1853,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1920,2700,2400,22-Apr-23
1854,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1965,2771,2345,16-Mar-23
1855,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1967,2825,2360,17-Mar-23
1856,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1975,2975,2275,20-Mar-23
1857,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1980,2680,2390,01-Apr-23
1858,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1990,2801,2385,15-Mar-23
1859,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2550,2300,22-Mar-23
1860,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2600,2280,23-Mar-23
1861,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2600,2300,08-Mar-23
1862,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2650,2390,03-Apr-23
1863,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2690,2390,31-Mar-23
1864,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2700,2300,11-Mar-23
1865,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2700,2350,05-Mar-23
1866,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2700,2350,11-Jun-23
1867,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2700,2390,07-May-23
1868,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2800,2400,05-May-23
1869,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2010,2680,2390,04-Apr-23
1870,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2010,2700,2390,02-Apr-23
1871,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2010,2873,2390,13-Mar-23
1872,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2030,2775,2370,14-Mar-23
1873,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2030,2813,2375,10-Mar-23
1874,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2060,2698,2370,04-Mar-23
1875,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2063,2803,2390,09-Mar-23
1876,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2070,2745,2380,03-Mar-23
1877,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2075,2796,2390,14-Jun-23
1878,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2075,2800,2400,24-Jun-23
1879,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2090,2756,2375,12-Jun-23
1880,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2096,2811,2405,15-Jun-23
1881,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2100,2600,2350,26-Feb-23
1882,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2100,2600,2400,18-Feb-23
1883,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2100,2600,2400,18-Jun-23
1884,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2100,2600,2400,30-Jun-23
1885,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2100,2790,2410,25-Jun-23
1886,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2105,2691,2430,19-Jun-23
1887,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2110,2610,2380,25-Feb-23
1888,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2110,2610,2390,19-Feb-23
1889,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2110,2703,2430,24-Feb-23
1890,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2115,2780,2410,01-Mar-23
1891,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2118,2800,2390,27-Feb-23
1892,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2122,2745,2410,20-Jun-23
1893,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2125,2800,2490,16-Jul-23
1894,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2125,2800,2500,17-Jul-23
1895,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2766,2350,27-Apr-23
1896,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2766,2385,17-May-23
1897,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2783,2370,16-May-23
